name;variation_type;variant;category;brand;reference;barcode;description;description_on_invoice;price;price_supplier;unity;control_stock;vat;vat_isention;vat_isention_norm;product_type;class_;merceria_nortenha;stock_merceria_nortenha;profit_margin;image
Natas Culinaria 0% Lac Parmalat;;;LATICINIOS;Parmalat;200ml  Parmalat;5603089007134;;Não;1,1000;1,0200;Kg;Sim;6;;;P;ALI;S;3,0000;1.74;
Natas p/ Bater 0% Lac Parmalat;;;LATICINIOS;Parmalat;200ml Parmalat;5603089007424;;Não;1,1000;1,0200;Kg;Sim;6;;;P;ALI;S;5,0000;1.74;
Pão Forma Branco  375g  Bimbo;;;MATINAIS;Bimbo;VPAO311-24030592;8412600012185;;Não;2,0500;1,6000;Uni;Sim;6;;;P;ALI;S;-2,0000;20.87;
Natas p/ Bater Parmalat;;;LATICINIOS;Parmalat;200ml Parmalat;5603089002214;;Não;0,9784;0,7100;Uni;Sim;6;;;P;ALI;S;1,0000;30.00;
Bimbo Integral  480g;;;MATINAIS;Bimbo;VBIM313-24030521;5601027973060;;Não;2,5900;2,0300;Uni;Sim;6;;;P;ALI;S;0;20.36;
Bimbo 10 sementes s/ Côdea  650g;;;MATINAIS;Bimbo;VBIM314-24030591;5601027943551;;Não;2,9900;2,3940;Uni;Sim;6;;;P;ALI;S;0;17.83;
Bollycao;;;MATINAIS;Bimbo;VBOL315-24030535;5601027000216;;Não;2,1900;1,4800;Uni;Sim;23;;;P;ALI;S;-4,0000;20.30;
Pevide Milaneza;;;MASSA;Milaneza;VPEV316-24030581;5601286232779;;Não;0,7500;0,5600;Uni;Sim;6;;;P;ALI;S;20,0000;26.35;
Acendalhas Brancas;;;UTILITARIOS;Inflame;32 und.;5609288222170;;Não;1,2900;0,8700;Uni;Sim;23;;;P;;S;1,0000;20.55;
Broa de Mel;;;PADARIA;Odisseia;VBRO318-24030575;;;Não;0,4000;0,2500;Uni;Sim;6;;;P;ALI;S;-12,0000;50.94;https://www.vendus.pt/foto/1067a2f41be2de502d1037ec57b95d7a.jpg
Navo s/ Rama;;;LEGUMES;Frutas Ribeiros;VNAV319-24030619;;;Não;1,7776;1,2900;Kg;Sim;6;;;P;ALI;S;-9,0200;30.00;https://www.vendus.pt/foto/603e1518f02f1d5ba9cedb69c20d4740.jpg
Ovo Kinder Surpresa;;;DOCES E CHOCOLATES;Kinder;VOVO320-24030619;40084107;;Não;1,3900;0,9500;Uni;Sim;23;;;P;;S;-3,0000;18.96;
Rebuçados fruta;;;DOCES E CHOCOLATES;;VREB321-24030681;;;Não;0,1000;0,0405;Uni;Não;23;;;P;ALI;S;Sem controlo de Stock;100.74;
Chicles s/ Açucar HappyDent;;;DOCES E CHOCOLATES;Happydent;VCHI322-24030632;;;Não;0,1006;0,0340;Uni;Sim;23;;;P;ALI;S;-10,0000;140.55;
Kinder Bueno;;;DOCES E CHOCOLATES;Kinder;VKIN323-24030663;80052760;;Não;1,1872;0,7600;Uni;Sim;23;;;P;ALI;S;-10,0000;27.00;
Desodorizante Spray Dove Orig;;;HIGIENE;Dove;150ml;8000630040843;;Não;2,9900;1,8500;Uni;Sim;23;;;P;PER;S;6,0000;31.40;
Desodorizante Spray Men Conf.;;;HIGIENE;Dove;150ml - Dove;8720181340581;;Não;2,9900;1,8500;Uni;Sim;23;;;P;PER;S;-2,0000;31.40;
Saco de Lixo 30L Amanh;;;LIMPEZA;Amanhecer 1;30 und;5601227022896;;Não;0,8900;0,6600;Uni;Sim;23;;;P;CAS;S;2,0000;9.63;
Sacos de Lixo 10L Amanh;;;LIMPEZA;Amanhecer 1;30 unid;5601227043631;;Não;0,9454;0,6100;Uni;Sim;23;;;P;CAS;S;6,0000;26.00;
Creme Polident Orig;;;HIGIENE;Polident;70g;5601385504593;;Não;5,6900;3,7100;Uni;Sim;23;;;P;PER;S;2,0000;24.69;
Adega Vinha Rosé;;;BEBIDAS C/ ALCOOL;;VADE329-24030678;5600202947469;;Não;1,4000;0,0000;Uni;Sim;23;;;P;;S;-1,0000;100;
Cruzeiro Vinho verde;;;BEBIDAS C/ ALCOOL;;VCRU330-24030664;5602598122314;;Não;1,9000;0,0000;Uni;Sim;23;;;P;;S;-10,0000;100;
Cogumelo Branco;;;LEGUMES;Frutas Ribeiros;VCOG331-24030741;;;Não;5,1700;3,7500;Kg;Sim;6;;;P;ALI;S;-1,7050;30.06;https://www.vendus.pt/foto/88337b7156261af28057e221826869fe.jpg
Nabiça;;;LEGUMES;Frutas Ribeiros;VNAB332-24030752;;;Não;1,7500;1,3500;Kg;Sim;6;;;P;ALI;S;-0,0060;22.29;https://www.vendus.pt/foto/93332d47269be1516809b03ef12a1594.png
Batom de Cieiro;;;SAÚDE;Labello;Labelo;4005900567840;;Não;2,0000;0,0000;Uni;Sim;23;;;P;PER;S;3,0000;100;
FERLIMPA Tira-Nódoas;;;LIMPEZA;Ferlimpa;VFER334-24030762;5603958005070;;Não;1,0000;0,0000;Uni;Sim;23;;;P;CAS;S;4,0000;100;
Vinho Branco  Box;;;BEBIDAS C/ ALCOOL;Parede Caiada;5L Parede Caiada;5602012602576;;Não;7,3900;4,9900;Uni;Sim;13;;;P;;S;2,0000;31.06;https://www.vendus.pt/foto/1bccd14323c8eefe35b2932b4b0f6e5b.jpg
Sabão Solaovar Azul;;;LIMPEZA;;VSAB336-2403075;5601092000029;;Não;1,3500;0,8400;Uni;Sim;23;;;P;CAS;S;2,0000;30.66;
Vinho Tinto  Box;;;BEBIDAS C/ ALCOOL;Parede Caiada;5L  Parede Caiada;5602012602569;;Não;7,3900;4,9900;Uni;Sim;13;;;P;ALT;S;-1,0000;31.06;https://www.vendus.pt/foto/7cfdc3f97d192800e06992cc832e15d2.jpg
Chocolate Milka Leite;;;DOCES E CHOCOLATES;Milka;100g;3045140105502;;Não;1,3900;0,8170;Uni;Sim;23;;;P;ALI;S;20,0000;38.32;
Chocolate Milka Oreo;;;DOCES E CHOCOLATES;Milka;100g Oreo;7622300631574;;Não;1,3900;0,8168;Uni;Sim;23;;;P;ALI;S;17,0000;38.35;
Chocolate Milka Avelã;;;DOCES E CHOCOLATES;Milka;100g Avelã;4025700001023;;Não;1,3900;0,8168;Uni;Sim;23;;;P;ALI;S;-5,0000;38.35;
Sabão Solaovar Rosa;;;LIMPEZA;;VSAB341-24030789;5601092000036;;Não;1,3500;0,8400;Uni;Sim;23;;;P;CAS;S;3,0000;30.66;
Batatas Pringles Originais;;;SNACKS;Pringles;40g;5053990107339;;Não;1,3500;0,8300;Kg;Sim;23;;;P;ALI;S;7,0000;32.24;
Grao de Bico Coz.;;;CONSERVAS;;MEPS 570g;5603670118003;;Não;1,1000;0,6908;Kg;Sim;23;;;P;ALI;S;11,0000;29.46;
Lixivia Neoblac Trad.;;;LIMPEZA;Neoblanc;1L;8001480020511;;Não;1,1000;0,7100;Uni;Sim;23;;;P;;S;8,0000;25.96;
Iogurte Pedaços Frutos Verm Amanhecer;;;IOGURTES;Amanhecer 1;VIOG345-24030776;5601227035124;;Não;1,1900;0,9200;Uni;Sim;6;;;P;ALI;S;-2,0000;22.03;
Iogurte Liq. Amanhecer;;;IOGURTES;Amanhecer 1;4x Stracciatella;5601227035933;;Não;1,4500;1,2400;Uni;Sim;6;;;P;ALI;S;0,0000;10.32;
Iogurte Liq. Pina Colada;;;IOGURTES;Amanhecer 1;4x Amanhecer;5601227017748;;Não;1,3500;1,2000;Uni;Sim;6;;;P;ALI;S;-2,0000;6.13;
Manteiga Mimosa;;;LATICINIOS;Mimosa;c/ Sal 250g;5601049612336;;Não;2,1900;1,8400;Uni;Sim;6;;;P;ALI;S;-1,0000;12.28;
Lenços Papel Renova;;;HIGIENE;Renova;6 pack;5601028000901;;Não;1,1000;0,0000;Uni;Sim;23;;;P;PER;S;-1,0000;100;
Leite Magro UHT Agros;;;LATICINIOS;Agros;emb. 6 x 1 lt €99/lt;5603722520006;;Não;5,9500;4,9300;Uni;Sim;6;;;P;ALI;S;-2,0000;13.86;
Leite Magro UHT 1L. Agros;;;LATICINIOS;Agros;Agros emb 1L.;5601192102302;;Não;0,9900;0,8300;Uni;Sim;6;;;P;ALI;S;-3,0000;12.53;
Iogurte Pedaços Cereais;;;IOGURTES;Agros;Agros;5603722518416;;Não;1,4000;1,2000;Uni;Sim;6;;;P;ALI;S;-2,0000;10.06;
Leite Achocolatadao  Agros;;;LATICINIOS;Agros;4 x 200ml;5603722509742;;Não;1,6500;1,2000;Uni;Sim;6;;;P;;S;-4,0000;29.72;
Marmelada Extra Ferbar;;;CONSERVAS;Ferbar;400g;-5601319049251;;Não;2,3900;1,3800;Uni;Sim;23;;;P;ALI;S;2,0000;40.80;
Iogurte Liq. Frutos Verm.;;;IOGURTES;Amanhecer 1;Amanhecer 4x;5601227029611;;Não;1,3500;1,2000;Uni;Sim;6;;;P;ALI;S;-2,0000;6.13;
Iogurte Liq. Banana;;;IOGURTES;Amanhecer 1;Amanhecer;5601227017731;;Não;1,3500;1,2000;Uni;Sim;6;;;P;ALI;S;0;6.13;
Pensos Hig. Super 12u Evax;;;HIGIENE;Evax;Evax;8410108084031;;Não;2,5900;1,8800;Uni;Sim;23;;;P;PER;S;13,0000;12.00;
Pensos Hig. Super Plus 10u Evax;;;HIGIENE;Evax;Evax c/abas;8410108659062;;Não;2,5900;1,8800;Uni;Sim;23;;;P;PER;S;-1,0000;12.00;
Farinha Milho;;;FARINHA | AÇUCAR;Ceifeira;500g  Ceifeira;5605786000241;;Não;0,7500;0,5400;Uni;Sim;6;;;P;ALI;S;-1,0000;31.03;
Detergente Manual Loiça Ultra Limão;;;LIMPEZA;Fairy;Fairy emb. 615 ml;4015400591399;;Não;3,4900;2,1100;Uni;Sim;23;;;P;ALI;S;1,0000;34.47;
Detergente Manual Loiça Ultra Poder;;;LIMPEZA;Fairy;Fairy emb. 325ml;8001841980591;;Não;1,6900;1,0000;Uni;Sim;23;;;P;ALI;S;-6,0000;37.40;
Pimenta Branca Moída;;;ESPECIARIAS;Amanhecer 1;Amanhecer emb.43g;5601227028140;;Não;0,9000;0,7100;Uni;Sim;23;;;P;;S;2,0000;3.06;
Cogumelos Laminados;;;CONSERVAS;Amanhecer 1;Amanhecer  355g;5601227045208;;Não;1,3400;0,8400;Uni;Sim;23;;;P;ALI;S;11,0000;29.69;
Toalhitas Bebé Básico;;;HIGIENE;Dodot;Dodot emb. 54 un;8001090139504;;Não;0,9900;0,6900;Uni;Sim;6;;;P;;S;7,0000;35.36;
Toalhitas Bebé Azul;;;HIGIENE;Dodot;Dodot emb. 64 un;8001090134226;;Não;1,4500;1,0200;Uni;Sim;6;;;P;;S;0,0000;34.11;
Pimentão Doce Frasco;;;ESPECIARIAS;Amanhecer 1;AMANHECER 45g;5601227028126;;Não;0,6900;0,4600;Uni;Sim;23;;;P;;S;3,0000;21.95;
Caril Frasco;;;ESPECIARIAS;Amanhecer 1;Amanhecer 46g;5601227028096;;Não;0,7500;0,5000;Uni;Sim;23;;;P;;S;4,0000;21.95;
Coentros em Folha Frasco;;;ESPECIARIAS;Amanhecer 1;Amanhecer 7g;5601227028119;;Não;0,7500;0,5600;Uni;Sim;6;;;P;;S;8,0000;26.35;
Alecrim Frasco;;;ESPECIARIAS;Amanhecer 1;Amanhecer 23g;5601227034257;;Não;0,7500;0,5700;Uni;Sim;6;;;P;;S;4,0000;24.13;
Noz Moscada Moída Frasco;;;ESPECIARIAS;Amanhecer 1;Amanhecer  45g;5601227028102;;Não;1,2900;0,9500;Uni;Sim;23;;;P;;S;4,0000;10.40;
Moinho Pimenta 5Bagas;;;ESPECIARIAS;Amanhecer 1;Amanhecer 35g;5601227046458;;Não;1,7900;1,2300;Uni;Sim;23;;;P;;S;4,0000;18.32;
Leite Condensado Cozido;;;LATICINIOS;Amanhecer 1;Amanhecer 385g;5601227020908;;Não;1,9900;1,4600;Uni;Sim;6;;;P;;S;4,0000;28.59;
Leite Condensado Tradicional;;;LATICINIOS;Amanhecer 1;Amanhecer 397g;5601227020885;;Não;1,6900;1,2900;Uni;Sim;6;;;P;;S;4,0000;23.59;
Louro em Folhas;;;ESPECIARIAS;Amanhecer 1;Amanhecer 7g Sq;5601227028751;;Não;0,5512;0,4000;Uni;Sim;6;;;P;;S;4,0000;30.00;
Amaciador R. Concentrado Rosa e Menta;;;LIMPEZA;Ultra pro;Ultra 60 Doses;5607047016114;;Não;2,1900;1,3500;Uni;Sim;23;;;P;;S;1,0000;31.89;
Amaciador R. Concentrado Flores & F. B.;;;LIMPEZA;Ultra pro;Ultra  60 Doses;5607047000656;;Não;2,1900;1,3500;Uni;Sim;23;;;P;;S;-2,0000;31.89;
Amaciador R. Concentrado Pure Sense;;;LIMPEZA;Ultra pro;Ultra 80 doses 2L;5607047016855;;Não;2,4900;1,5400;Uni;Sim;23;;;P;;S;-2,0000;31.45;
Amaciador R.  Flores Silvestres;;;LIMPEZA;Quanto;Quanto 3,75L;5601217133687;;Não;3,9900;2,4900;Uni;Sim;23;;;P;;S;2,0000;30.28;
Amaciador R. Relax;;;LIMPEZA;Quanto;Quanto  3,75L;5601217133670;;Não;3,9900;2,4900;Uni;Sim;23;;;P;;S;2,0000;30.28;
Ração H. Gato de Salmão Plus Grain Free;;;PET;Activpet;ActivPet 100 G | 5,90 €/KG;5601009984589;;Não;0,5900;0,3600;Uni;Sim;23;;;P;;S;12,0000;33.24;
Ração H. Cão Adulto Sabor Vaca e Fígado;;;PET;Activpet;ActivPet 300g;5601009931583;;Não;0,9500;0,5900;Uni;Sim;23;;;P;;S;4,0000;30.91;
Ração H. Cão Adulto Borrego e Frango;;;PET;Activpet;ActivPet 300g;5601009931583;;Não;0,9500;0,5900;Uni;Sim;23;;;P;;S;3,0000;30.91;
Ração S. Cão Júnior Frango;;;PET;Activpet;ActivPet  2 KG | 1,65 €/KG;;;Não;3,8900;2,4200;Uni;Sim;23;;;P;;S;4,0000;30.69;
Alimento Humido p/ Gatos  Gelatinas;;;PET;Purina;Purina Felix emb. 4 x 85 gr;7613287494344;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;0,0000;22.16;
Ração Seca p. Gato  Kitty;;;PET;Purina;Cocktail de paixe 2 kg;5607047015483;;Não;3,6900;2,2900;Uni;Sim;23;;;P;;S;0,0000;31.00;
Bolachas Chiqui Chocs;;;DOCES E CHOCOLATES;Artiach;Artiach  3 Packs;8436048963854;;Não;1,4000;0,9500;Uni;Sim;23;;;P;;S;6,0000;19.81;
Bolachas Dinosaurus Huevos;;;DOCES E CHOCOLATES;Artiach;Artiach 3 packs;8436048963830;;Não;1,4000;0,9500;Uni;Sim;23;;;P;;S;5,0000;19.81;
Bolachas de Chocolate Patrulha Pata;;;DOCES E CHOCOLATES;Maxies;Mini Cookies 100 gr;8436547640843;;Não;1,0000;0,6800;Uni;Sim;23;;;P;;S;3,0000;19.56;
Bolachas Cream Crackerdoses Individuais;;;DOCES E CHOCOLATES;Vieira;VIEIRA emb.6x30g;5601008101901;;Não;1,1900;0,7300;Uni;Sim;23;;;P;;S;5,0000;32.53;
Bolachas Crackers Top Pizza;;;DOCES E CHOCOLATES;Croco 1;Croco 150g;5941194003512;;Não;1,1000;0,6700;Uni;Sim;23;;;P;;S;11,0000;33.48;
Bolachas Wafer Baulnilha;;;DOCES E CHOCOLATES;Avo Elvira;Avo Elvira 37g Pack;5602794000041;;Não;0,5000;0,2800;Uni;Sim;23;;;P;;S;4,0000;45.18;
Bolachas Wafer Chocolate;;;DOCES E CHOCOLATES;Avo Elvira;Avo Elvira 37g  Pack;5602794000058;;Não;0,5000;0,2800;Uni;Sim;23;;;P;;S;6,0000;45.18;
Bolachas Mega Duo Chocolate;;;DOCES E CHOCOLATES;Gullón;GULLÓN 500g;8410376017113;;Não;2,3900;1,4400;Uni;Sim;23;;;P;;S;10,0000;34.94;
Bolachas Digestivas de Aveia e Chocolate;;;DOCES E CHOCOLATES;Gullón;GULLÓN  265g;8410376054033;;Não;1,6900;1,0300;Uni;Sim;23;;;P;;S;6,0000;33.40;
Babi Fresa Morango;;;DOCES E CHOCOLATES;Mandul;Mandul 200g;8423915008671;;Não;1,6900;1,0750;Uni;Sim;23;;;P;;S;9,0000;27.81;
Babi Fresa Chocolate;;;DOCES E CHOCOLATES;Mandul;Mandul 200g;8423915001177;;Não;1,6900;1,0750;Uni;Sim;23;;;P;;S;7,0000;27.81;
Bolacha  Maria Packs;;;DOCES E CHOCOLATES;Gullón;Gullon 12x25g;8410376057737;;Não;1,6900;0,9200;Uni;Sim;23;;;P;;S;6,0000;49.35;
Tortitas de Milho e Chocolate Negro;;;DOCES E CHOCOLATES;Gullón;Gullón emb. 100 gr (4 un);8410376040593;;Não;1,6500;1,0100;Uni;Sim;23;;;P;;S;2,0000;32.82;
Tortitas de Arroz Chocolate e Framboesa;;;DOCES E CHOCOLATES;Gullón;Vitalday 4 Packs;8410376052404;;Não;1,7500;1,0100;Uni;Sim;23;;;P;;S;1,0000;40.87;
Super Bock Garrafa 33 cl;;;BEBIDAS C/ ALCOOL;Super Bock;Super Bock;56090727;;Não;0,8900;0,5500;Uni;Sim;23;;;P;;S;19,0000;31.56;https://www.vendus.pt/foto/31fbefcb0b5ddc683c40ca0ca0fbc6a5.png
Meia de Senhora Mousse;;;HIGIENE;;VMEI401-24030822;5601439293992;;Não;1,1000;0,0000;Uni;Sim;23;;;P;;S;12,0000;100;
Meia de Senhora Collant Seda;;;HIGIENE;;VMEI402-24030822;5600323204519;;Não;1,4000;0,0000;Kg;Sim;23;;;P;;S;12,0000;100;
Meia de Senhora Collant Seda 13 den;;;HIGIENE;;VMEI403-24030836;5600323204519;;Não;0,7000;0,0000;Uni;Sim;23;;;P;;S;-3,0000;100;
Spray Desengordurante;;;LIMPEZA;Mistolin;Mistolin emb. 545 ml;5603124023273;;Não;2,6900;1,7400;Kg;Sim;23;;;P;;S;1,0000;25.69;
Lava Tudo Lavanda;;;LIMPEZA;Amanhecer 1;Amanhecer 2L;5601227041910;;Não;1,1000;0,7400;Uni;Sim;23;;;P;;S;-1,0000;20.85;
Cápsulas de Café Ristretto Ardenza Int 11;;;CAFES;Dolce Gusto;Dolce Gusto emb. 16 un;7613034704436;;Não;5,9000;3,7000;Uni;Sim;23;;;P;;S;2,0000;29.64;
Cápsulas C. Espresso Intenso 7;;;CAFES;Dolce Gusto;Dolce Gusto emb.16 un;7613036862295;;Não;5,9000;3,7000;Uni;Sim;23;;;P;;S;1,0000;29.64;
Cápsulas de Café com Leite Galão;;;CAFES;Dolce Gusto;Dolce Gusto  emb. 16 un;7613033174667;;Não;5,9000;3,7000;Uni;Sim;23;;;P;;S;2,0000;29.64;
Lezíria Meio Seco Vinho Branco;;;BEBIDAS C/ ALCOOL;;Lezíria garrafa 75 cl;5602016011039;;Não;1,6900;0,0000;Uni;Sim;23;;;P;;S;1,0000;100;
O Tal da Lixa DOC Vinho Verde Branco;;;BEBIDAS C/ ALCOOL;;Tal da Lixa garrafa 75 cl;5601333051674;;Não;2,9900;0,0000;Uni;Sim;23;;;P;;S;0,0000;100;
Lâminas Descartáveis Blue II;;;HIGIENE;Gillette;Gillette emb. 5 un;7702018468034;;Não;2,3900;1,4900;Uni;Sim;23;;;P;;S;1,0000;30.41;
Lâminas Descartáveis Sensitive;;;HIGIENE;BIC;Bic 5 uni;3086125702010;;Não;1,5800;1,0200;Uni;Sim;23;;;P;;S;-1,0000;25.94;
Lenços de Bolso Folha Tripla Pack AMANHECER 6un;;;HIGIENE;Amanhecer 1;Amanhecer 6 und;5601227025187;;Não;0,8900;0,5400;Uni;Sim;23;;;P;PER;S;2,0000;34.00;
Gelatina em Pó de Morango;;;DOCES E CHOCOLATES;Royal;Royal emb. 31 gr;7622210369994;;Não;1,9900;0,0000;Uni;Sim;23;;;P;;S;2,0000;100;
Gelatina em Pó de Melancia;;;DOCES E CHOCOLATES;Royal;Royal  emb. 31 gr;7622210369994;;Não;1,9900;0,0000;Uni;Sim;23;;;P;;S;3,0000;100;
Leite UHT Meio Gordo;;;LATICINIOS;Gresso;Gresso emb. 1 lt;5603722520815;;Não;0,8900;0,7200;Uni;Sim;6;;;P;;S;-10,0000;16.61;
Leite UHT Meio Gordo;;;LATICINIOS;Gresso;Gresso emb. 6 x 1 lt;5603722520822;;Não;5,3500;0,7200;Uni;Sim;6;;;P;;S;-1,0000;601.00;
Vinho Tinto Verde Vinhão;;;BEBIDAS C/ ALCOOL;;QUINTA DA LIXA  75cl;5601333055634;;Não;3,9900;0,0000;Uni;Sim;23;;;P;;S;0,0000;100;
VINHO REGUENGOS DOC BRANCO 2021;;;BEBIDAS C/ ALCOOL;;CARMIM 0.75;5601377315183;;Não;2,3500;0,0000;Uni;Sim;23;;;P;;S;0,0000;100;
Limpa Vidros Spray;;;LIMPEZA;Amanhecer 1;Amanhecer 1L;5601227042122;;Não;0,8900;0,6500;Uni;Sim;23;;;P;;S;4,0000;11.32;
Chocolate em Pó sem Glúten;;;DOCES E CHOCOLATES;Pantagruel;Pantagruel emb. 125 gr;5601055091040;;Não;0,9500;0,0000;Uni;Sim;23;;;P;;S;0;100;
Carvão Vegetal;;;UTILITARIOS;Amanhecer 1;Amanhecer 5kg;5601227026566;;Não;7,4900;4,6900;Kg;Sim;23;;;P;;S;2,0000;29.84;
Substrato Vegetal Fertilizado;;;UTILITARIOS;Brico7;Brico  10 L;5601009942664;;Não;1,6900;1,2400;Uni;Sim;6;;;P;;S;-2,0000;28.58;
Sabonete Sólido Glicerina Hidratante;;;HIGIENE;Palmolive;Palmolive emb. 90 gr;8693495032964;;Não;0,9500;0,5900;Uni;Sim;23;;;P;;S;1,0000;30.91;
Pensos Incontinência Discreet Normal;;;HIGIENE;Tena;Tena emb. 24 un;7322540851946;;Não;5,2900;3,9900;Uni;Sim;6;;;P;;S;2,0000;25.08;
Mega Rolo Cozinha 2 Folhas;;;LIMPEZA;Puríssimo;Puríssimo 1 = 10;5600817025408;;Não;2,4900;1,4500;Uni;Sim;23;;;P;;S;5,0000;39.61;
Côa Mel  500g;;;CONSERVAS;Côa Mel;Rosmaninho e Amendoeira;;;Não;5,9900;3,5000;Uni;Sim;6;;;P;;S;2,0000;61.46;
Côa Mel  500g;;;CONSERVAS;Côa Mel;Castanheiro;;;Não;5,9900;3,5000;Uni;Sim;6;;;P;;S;-1,0000;61.46;
Côa Mel  1L;;;CONSERVAS;Côa Mel;Rosmaninho  e Amendoeira;;;Não;9,9900;6,5000;Uni;Sim;6;;;P;;S;2,0000;44.99;
Couriço de Vinho Seara;;;ENCHIDOS;Seara;VCOU430-2403095;5603925002750;;Não;1,3900;0,8600;Uni;Sim;23;;;P;ALI;S;12,0000;31.40;
Rolo Higienico;;;HIGIENE;Amoos;Amoos 6 = 18;5601856250028;;Não;2,6900;1,4500;Uni;Sim;23;;;P;;S;-1,0000;50.83;
Maça Golden 65 | 70;;;FRUTARIA;Frutas Ribeiros;VMAC432-24031167;;;Não;0,8900;0,6300;Kg;Sim;6;;;P;ALI;S;-14,5000;33.27;
Tomate Cherry;;;LEGUMES;Frutas Ribeiros;VTOM433-24031187;;;Não;3,5900;2,2500;Kg;Sim;23;;;P;;S;-2,1550;29.72;https://www.vendus.pt/foto/d6f47a9956f45b9d50f2595ee6cdc9ef.png
Batata Vermelha  Saco;;;LEGUMES;Frutas Ribeiros;2.50kg;;;Não;2,8900;2,1000;Kg;Sim;6;;;P;ALI;S;5,0000;29.83;https://www.vendus.pt/foto/0e143fcf9bae2ebe478b3fa83d51c7fe.jpg
Abacate;;;FRUTARIA;Frutas Ribeiros;VABA435-24031199;;;Não;5,6900;3,5500;Kg;Sim;23;;;P;ALI;S;0,0550;30.31;https://www.vendus.pt/foto/3d92804b42f5a67578b2f03bd0272612.jpg
Grelos;;;LEGUMES;Frutas Ribeiros;VGRE436-24031171;;;Não;1,7900;1,2800;Kg;Sim;6;;;P;ALI;S;-4,8700;31.93;https://www.vendus.pt/foto/7806249a20b62929a81fd759c2af5ef3.jpeg
Couve Repolho;;;LEGUMES;Frutas Ribeiros;VCOU437-24031140;;;Não;1,0900;0,7900;Kg;Sim;6;;;P;ALI;S;-11,6660;30.16;https://www.vendus.pt/foto/6de938741e277a1325031f2bc43944d2.jpeg
Cogumelo Castanho;;;LEGUMES;Frutas Ribeiros;VCOG438-24031152;;;Não;6,3900;4,6500;Kg;Sim;6;;;P;ALI;S;-1,6100;29.64;https://www.vendus.pt/foto/329c0304388e51ac8eb6093f6fc5f63e.jpg
Espargo;;;LEGUMES;Frutas Ribeiros;VESP439-24031134;;;Não;13,6500;9,9000;Kg;Sim;6;;;P;ALI;S;-3,2950;30.07;https://www.vendus.pt/foto/c4a9cc238da1c03afd50205350f6d708.jpg
Beringela;;;LEGUMES;Frutas Ribeiros;VBER440-24031129;;;Não;2,3500;1,6800;Kg;Sim;6;;;P;ALI;S;-0,3150;31.96;https://www.vendus.pt/foto/42323f8578dca8494a7be04461efcf93.jpg
Pera Rocha;;;FRUTARIA;Frutas Ribeiros;60/65;;;Não;2,3400;1,7000;Kg;Sim;6;;;P;;S;1,2050;29.86;
Crackers Integrais;;;DOCES E CHOCOLATES;Crich;Crich 250 g;8008620009337;;Não;1,5900;1,0100;Uni;Sim;23;;;P;;S;8,0000;27.99;
Uva Red Globe;;;FRUTARIA;Frutas Ribeiros;VUVA443-24031264;;;Não;5,2100;3,7800;Kg;Sim;6;;;P;;S;-13,2070;30.03;https://www.vendus.pt/foto/68c98c47b186f8099ccbf9f31d0addd6.png
Batata Branca Saco;;;LEGUMES;Frutas Ribeiros;2.5kg;;;Não;3,1000;2,2700;Kg;Sim;6;;;P;ALI;S;3,0000;28.83;https://www.vendus.pt/foto/2dc22ebbd8a4e82063e3377c4175fc01.jpg
Queijo Bola Limiano;;;LATICINIOS;Limiano;VQUE445-24031249;;;Não;11,6900;8,4900;Kg;Sim;6;;;P;;S;0,9050;29.90;
Queijo Bola Queijeira;;;LATICINIOS;Queijeira;VQUE446-2403124;;;Não;12,3900;8,9900;Kg;Sim;6;;;P;;S;0,0150;30.02;
Queijo Vaca que Ri;;;LATICINIOS;Vaca que Ri;250g;3073781193091;;Não;2,8900;2,0900;Uni;Sim;6;;;P;;S;7,0000;30.45;
Presunto Fatiado;;;ENCHIDOS;Porminho;80g;5604925010554;;Não;1,8900;1,1700;Uni;Sim;23;;;P;;S;2,0000;31.33;
Iogurte Liq. Banana 4x;;;IOGURTES;Mimosa;Mimosa B 4x 151 ml;5603722521539;;Não;1,4000;1,1900;Uni;Sim;6;;;P;ALI;S;-2,0000;10.99;
Fiambre Peito Peru;;;FIAMBRE | QUEIJO;Porminho;VFIA450-24031284;;;Não;9,9200;6,2000;Kg;Sim;23;;;P;ALI;S;3,4750;30.08;
Sel. 4 Queijos Especiarias;;;LATICINIOS;Dom Villas;Dom Vilas;5609707000372;;Não;6,8900;4,9900;Uni;Sim;6;;;P;;S;1,0000;30.26;
Mortadela com Azeitona;;;FIAMBRE | QUEIJO;Porminho;Porminho;;;Não;4,9600;3,1000;Kg;Sim;23;;;P;;S;1,7530;30.08;
Esfregão Super Desengordurante;;;UTILITARIOS;Bravo;Bravo 6 unidades;5601123103002;;Não;0,9900;0,5900;Uni;Sim;23;;;P;;S;-2,0000;36.42;
Alimento Humido p/ Gatos     Felix;;;PET;Purina;Sabores Campo;7613287491879;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;1,0000;22.16;
Alimento Humido p/ Gatos     Felix;;;PET;Purina;Legumes/Verduras;7613287494320;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;2,0000;22.16;
Alimento Humido p/ Gatos     Felix;;;PET;Purina;DUO;7613287492111;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;2,0000;22.16;
